LOUISIANA CONGRESSIONAL DISTRICTS BY ZIP CODE TABULATION AREA (ZCTA)

ZCTA                                                                        Congressional District
71235                                                                                          4,5
71237                                                                                            5
71238                                                                                            5
71241                                                                                            4
71243                                                                                            5
71245                                                                                            5
71247                                                                                            5
71250                                                                                            5
71251                                                                                          4,5
71253                                                                                            5
71254                                                                                            5
71256                                                                                            4
71259                                                                                            5
71260                                                                                            4
71261                                                                                            5
71263                                                                                            5
71264                                                                                            5
71266                                                                                            5
71268                                                                                          4,5
71269                                                                                            5
71270                                                                                            5
71272                                                                                            5
71275                                                                                          4,5
71276                                                                                            5
71277                                                                                            4
71279                                                                                            5
71280                                                                                          4,5
71282                                                                                            5
71286                                                                                            5
71291                                                                                            5
71292                                                                                            5
71295                                                                                            5
71301                                                                                            5
71302                                                                                            5
71303                                                                                            5
71316                                                                                            5
71322                                                                                          4,5
71323                                                                                            5
71325                                                                                          4,5
71326                                                                                            5
71327                                                                                            5
71328                                                                                            5
71331                                                                                            5
71333                                                                                            5
71334                                                                                            5
71336                                                                                            5
71339                                                                                            5
71340                                                                                            5
71341                                                                                            5
71342                                                                                            5
71343                                                                                            5
71345                                                                                            5
71346                                                                                            5
71350                                                                                            5
71351                                                                                            5
71353                                                                                            5
71354                                                                                            5
71355                                                                                            5
71356                                                                                          4,5
71357                                                                                            5
71358                                                                                            5
71360                                                                                            5
71362                                                                                            5
71366                                                                                            5
71367                                                                                          4,5
71368                                                                                            5
71369                                                                                            5
71371                                                                                            5
71373                                                                                            5
71375                                                                                            5
71377                                                                                            5
71378                                                                                            5
71401                                                                                            5
71403                                                                                            4
71404                                                                                            5
71405                                                                                            5
71406                                                                                            4
71407                                                                                            5
71409                                                                                            5
71410                                                                                            5
71411                                                                                            4
71414                                                                                            4
71416                                                                                            4
71417                                                                                            5
71418                                                                                            5
71419                                                                                            4
71422                                                                                            5
71423                                                                                            5
71424                                                                                            5
71425                                                                                            5
71426                                                                                            4
71427                                                                                          4,5
71429                                                                                            4
71430                                                                                            5
71432                                                                                            5
71433                                                                                            5
71435                                                                                            5
