TEXAS CONGRESSIONAL DISTRICTS BY ZIP CODE TABULATION AREA (ZCTA)

ZCTA                                                                        Congressional District
76051                                                                                           24
76052                                                                                        12,26
76053                                                                                     12,24,33
76054                                                                                        12,24
76055                                                                                           25
76058                                                                                           25
76059                                                                                           25
76060                                                                                            6
76061                                                                                           25
76063                                                                                         6,25
76064                                                                                            6
76065                                                                                            6
76066                                                                                        11,12
76067                                                                                        11,12
